Time,Open,High,Low,Last,Change,Volume,"Open Int"
05/28/2019,1327.9,1327.9,1327.9,1327.9,-6.8,0,0
05/24/2019,1334.7,1334.7,1334.7,1334.7,-1.7,0,0
05/23/2019,1336.4,1336.4,1336.4,1336.4,10.5,0,0
05/22/2019,1325.9,1325.9,1325.9,1325.9,1.2,0,0
05/21/2019,1324.7,1324.7,1324.7,1324.7,-4.1,0,0
05/20/2019,1328.8,1328.8,1328.8,1328.8,1.7,0,0
05/17/2019,1327.1,1327.1,1327.1,1327.1,-10.6,0,0
05/16/2019,1337.7,1337.7,1337.7,1337.7,-11.4,0,0
05/15/2019,1349.1,1349.1,1349.1,1349.1,1.1,0,0
05/14/2019,1348,1348,1348,1348,-6.8,0,0
05/13/2019,1354.8,1354.8,1354.8,1354.8,13,0,0
05/10/2019,1341.8,1341.8,1341.8,1341.8,2.1,0,0
05/09/2019,1339.7,1339.7,1339.7,1339.7,3.7,0,0
05/08/2019,1336,1336,1336,1336,-4.4,0,0
05/07/2019,1340.4,1340.4,1340.4,1340.4,1.8,0,0
05/06/2019,1338.6,1338.6,1338.6,1338.6,2.3,0,0
05/03/2019,1336.3,1336.3,1336.3,1336.3,9.5,0,0
05/02/2019,1326.8,1326.8,1326.8,1326.8,-12,0,0
05/01/2019,1338.8,1338.8,1338.8,1338.8,-1.6,0,0
04/30/2019,1340.4,1340.4,1340.4,1340.4,4.1,0,0
04/29/2019,1336.3,1336.3,1336.3,1336.3,-7.6,0,0
04/26/2019,1343.9,1343.9,1343.9,1343.9,9,0,0
04/25/2019,1334.9,1334.9,1334.9,1334.9,0.3,0,0
04/24/2019,1334.6,1334.6,1334.6,1334.6,6,0,0
04/23/2019,1328.6,1328.6,1328.6,1328.6,-4.7,0,0
04/22/2019,1333.3,1333.3,1333.3,1333.3,1.6,0,0
04/18/2019,1331.7,1331.7,1331.7,1331.7,-0.7,0,0
04/17/2019,1332.4,1332.4,1332.4,1332.4,-0.5,0,0
04/16/2019,1332.9,1332.9,1332.9,1332.9,-14.3,0,0
04/15/2019,1347.2,1347.2,1347.2,1347.2,-3.9,0,0
04/12/2019,1351.1,1351.1,1351.1,1351.1,2.9,0,0
04/11/2019,1348.2,1348.2,1348.2,1348.2,-20.5,0,0
04/10/2019,1368.7,1368.7,1368.7,1368.7,5.5,0,0
04/09/2019,1363.2,1363.2,1363.2,1363.2,6.5,0,0
04/08/2019,1356.7,1356.7,1356.7,1356.7,6.8,0,0
04/05/2019,1349.9,1349.9,1349.9,1349.9,1.7,0,0
04/04/2019,1348.2,1348.2,1348.2,1348.2,-0.4,0,0
04/03/2019,1348.6,1348.6,1348.6,1348.6,0.3,0,0
04/02/2019,1348.3,1348.3,1348.3,1348.3,1.2,0,0
04/01/2019,1347.1,1347.1,1347.1,1347.1,-3.3,0,0
03/29/2019,1350.4,1350.4,1350.4,1350.4,3.6,0,0
